person_id,movie_id
515,592984
515,616446
515,765245
515,930600
515,993710
515,1128559
516,14
516,75
516,2055
516,9882
516,10337
516,13972
516,18129
516,103332
516,291328
516,299537
516,342737
516,505026
516,524348
516,843847
517,75
517,710
517,714
517,788
517,913
517,9619
517,10589
517,11439
517,11631
517,13249
517,18937
517,23169
517,32657
517,36643
517,36669
517,107985
517,192141
517,245842
517,253344
517,254904
517,334074
517,340677
517,379149
517,421658
517,436270
517,458423
517,531454
517,581644
517,593910
517,744653
517,921636
517,945937
517,1181107
517,1195518
517,1233575
517,1293244
517,1388244
518,75
518,249
518,364
518,510
518,2118
518,4551
518,6280
518,8012
518,9326
518,9493
518,9969
518,10303
518,10830
518,11050
518,11896
518,11970
518,11975
518,13477
518,73723
518,315064
518,329996
518,446894
518,508570
518,512200
518,616747
518,917496
518,940551
519,75
519,2614
519,8204
519,8388
519,9016
519,9446
519,9837
519,11846
519,12589
519,13654
519,13767
519,15165
519,18890
519,57089
519,62214
519,80321
519,171274
519,481084
519,572802
520,75
520,522
520,1788
520,2925
520,4564
520,6877
520,10122
520,10439
520,11074
520,37786
520,62838
520,68179
520,642885
521,75
521,105
521,165
521,196
521,6878
521,10137
521,10142
521,10779
521,10865
521,10996
521,11821
521,11824
521,20312
521,30178
522,75
522,336
522,654
522,907
522,2636
522,9946
522,10400
522,10633
522,11449
522,33157
523,75
524,75
524,101
524,401
524,752
524,949
524,1893
524,1894
524,1895
524,1989
524,2288
524,2289
524,7445
524,10195
524,10564
524,12184
524,12572
524,41630
524,44214
524,76338
524,86835
524,174751
524,300668
524,330947
524,376866
524,616037
524,839369
524,1098006
525,336592
526,75
526,9270
526,9281
526,27205
526,49730
526,77866
526,115782
526,281957
526,369972
526,401469
526,693113
526,1116490
526,1149167
527,336592
528,75
528,4011
528,10766
528,295221
529,77
529,2118
529,2135
529,2759
529,10202
529,10479
529,11362
529,12162
529,16608
529,20766
529,44629
529,45269
529,46261
529,68721
529,70981
529,81796
529,82633
529,301875
529,324560
529,338762
529,454033
529,457136
529,549509
529,567189
529,770254
529,818397
529,916605
529,970947
529,1066262
530,77
530,392
530,603
530,604
530,605
530,8271
530,38199
530,55931
530,61012
530,76649
530,624860
531,3933
531,9479
532,77
532,603
532,5503
532,6439
532,7839
532,8961
532,9013
532,9303
532,9340
532,9346
532,9480
532,9737
532,10110
532,10992
532,11212
532,11692
532,11808
532,16620
532,32657
532,38700
532,39691
532,573435
534,77
534,272
534,2275
534,4513
534,9609
534,9945
534,10461
534,12106
534,108134
534,301466
534,339408
536,77
536,672647
537,77
537,137
537,402
537,1541
537,1632
537,1727
537,6877
537,8438
537,8920
537,9008
537,9625
537,10330
537,11078
537,11199
537,18129
537,24420
537,26388
537,73723
537,82703
537,568091
538,77
538,10796
538,400617
538,718032
538,784524
538,894205
538,934456
538,1072371
539,77
539,7453
539,8960
539,9582
539,9919
539,11451
539,16538
539,16996
539,52449
539,55465
539,76494
539,138832
539,262841
539,297270
539,453201
539,691179
539,751741
539,928344
539,1280282
540,77
540,1946
540,1954
540,8836
540,9620
540,28355
540,36648
540,68735
540,157841
540,216015
540,298250
540,336890
540,337167
543,77
543,2621
543,17894
544,77
544,272
544,320
545,7457
545,10017
556,336592
564,10054
569,76
569,80
569,207
569,782
569,1830
569,2034
569,7305
569,7972
569,8978
569,9410
569,9872
569,11081
569,12227
569,12572
569,19901
569,26390
569,64635
569,82507
569,85350
569,132344
569,146227
569,158015
569,206487
569,241257
569,291356
569,333484
569,339964
569,359784
569,458737
569,470114
569,493065
569,567748
569,639933
569,661374
569,726209
569,756999
569,1197137
571,76
572,76
574,76
585,78
585,187
585,272
585,526
585,9542
585,10206
585,18870
585,21035
585,25318
585,48171
585,139341
585,339964
585,428045
585,440161
585,470114
585,474392
586,78
586,3049
586,10083
586,10673
586,10890
586,45921
586,108134
586,335984
587,78
587,10501
587,12219
587,13199
587,14405
587,16052
587,18041
587,29154
587,40805
587,41972
587,136400
587,265891
587,335984
587,354912
587,508763
587,1281826
588,78
588,454
588,1687
588,3980
588,6439
588,8487
588,8874
588,9073
588,10386
588,11368
588,13161
588,13673
588,16619
588,17745
588,18254
588,45921
588,297291
588,616446
589,24
589,78
589,393
589,2619
589,10229
589,10673
589,10860
589,11508
589,11520
589,323966
589,414419
590,78
590,9333
590,14854
591,18
591,78
591,150
591,9604
591,9618
591,10403
591,11074
591,11595
592,78
592,694
592,975
592,37412
593,78
593,856
593,1975
593,8583
593,10016
593,12123
593,273046
613,81
613,128
613,8392
613,15371
613,21057
613,23446
613,79707
613,568160
613,776305
614,81
614,11621
615,81
615,33320
615,42360
615,42994
615,44730
615,378240
616,81
616,15371
617,81
617,9463
